"lw_meth";"lw_unit";"am_par";"am_unit";"lw2am_fac"
"Manganese";"µg/l";"Mn";"µg/l";1
"Manganese (filtered)";"µg/l";"Mn-filt";"µg/l";1
"Mangan-F";"UG_P_L";"Mn-filt";"µg/l";1
"Mangan-F";"UG_P_L";"Mn-filt";"µg/l";1
"Mangan-F";"UG_P_L";"Mn-filt";"µg/l";1
"MBAS";"mg M/l";"MBAS";"mg M/l";1
"MBASF";"mg M/l";"MBAS_F";"mg M/l";1
"MBT-V";"ng/l";"MBT";"ng/l";1
"MCCP";"ng/L";"MCCP";"ng/L";1
"MCCP";"ng/L";"MCCP";"ng/L";1
"meFBSA";"ng/l";"me-FBSA";"ng/L";1
"meFHpSA";"ng/l";"me-FHpSA";"ng/L";1
"meFHxSA";"ng/l";"me-FHxSA";"ng/L";1
"me-FOASAA";"ng/L";"me-FOASAA";"ng/L";0,001
"meFOSA";"ng/L";"meFOSA";"ng/L";0,001
"me-FOSAA";"ng/l";"me-FOSAA";"ng/L";1
"meFOSE";"ng/L";"meFOSE";"ng/L";0,001
"meFPeSA";"ng/l";"me-FPeSA";"ng/L";1
"me-PFOSA";"ng/l";"me-PFOSA";"ng/L";1
"me-PFOSE";"ng/l";"me-PFOSE";"ng/L";1
"Mercury";"µg/l";"Hg";"ng/l";1000
"Mercury";"µg/l";"Mercury";"µg/l";1
"Mercury (filtered)";"µg/l";"Hg-filt";"ng/l";1000
"MG";"mg/l";"Mg";"mg/L";1
"MG";"mg/l";"Mg";"mg/L";1
"MG";"mg/l";"Mg";"mg/L";1
"MG";"mg/l";"Mg";"mg/L";1
"Mg";"MG_P_L";"Mg";"mg/L";1
"Mg";"mg/l";"Mg";"mg/L";1
"Mg";"mg/l";"Mg";"mg/L";1
"Mg";"mg/l";"Mg";"mg/L";1
"Mg";"mg/l";"Mg";"mg/L";1
"Mg";"mg/l";"Mg";"mg/L";1
"Mg";"mg/l";"Mg";"mg/L";1
"Mg";"mg/l";"Mg";"mg/L";1
"Mg";"mg/l";"Mg";"mg/L";1
"Mg";"mg/l";"Mg";"mg/L";1
"Mg-filt";"mg/l";"Mg-filt";"mg/l";1
"Mg/HR-ICPM";"µg/l";"Mg";"mg/L";0,001
"Mg/ICP";"mg/l";"Mg";"mg/L";1
"Mg/MS";"µg/l";"Mg";"mg/L";0,001
"Microcystin";"µg/l";"Microcystin";"µg/l";1
"MN";"µg/l";"Mn";"µg/l";1
"MN";"µg/l";"Mn";"µg/l";1
"MN";"µg/l";"Mn";"µg/l";1
"MN";"µg/l";"Mn";"µg/l";1
"MN";"µg/l";"Mn";"µg/l";1
"Mn";"µg/l";"Mn";"µg/l";1
"Mn";"µg/l";"Mn";"µg/l";1
"Mn";"µg/l";"Mn";"µg/l";1
"Mn";"µg/l";"Mn";"µg/l";1
"Mn";"µg/l";"Mn";"µg/l";1
"Mn";"mg/l";"Mn";"µg/l";1000
"Mn";"µg/L";"Mn";"µg/l";1
"Mn";"mg/l";"Mn";"µg/l";1000
"Mn";"µg/l";"Mn";"µg/l";1
"Mn filtrert";"µg/l";"Mn-filt";"µg/l";1
"Mn-filt";"µg/l";"Mn-filt";"µg/l";1
"Mn/HR-ICPM";"µg/l";"Mn";"µg/l";1
"MN/ICP";"µg/l";"Mn";"µg/l";1
"Mn/ICP";"mg/l";"Mn";"µg/l";1000
"Mn/MS";"µg/l";"Mn";"µg/l";1
"MNP";"µg/l";"Mn_P";"mg/L";0,001
"Mo";"µg/l";"Mo";"µg/l";1
"Mo";"mg/l";"Mo";"µg/l";1000
"Mo/HR-ICPM";"µg/l";"Mo";"µg/l";1
"MO-ICP";"µg/l";"Mo";"µg/l";1
"Molybden";"UG_P_L";"Mo";"µg/l";1
"Molybden";"UG_P_L";"Mo";"µg/l";1
"Molybden";"UG_P_L";"Mo";"µg/l";1
"Molybden-F";"UG_P_L";"Mo-filt";"µg/l";1000
"Mo/MS";"µg/l";"Mo";"µg/l";1
"Monobutyltinn (MBT)";"NG_P_L";"MBT";"ng/l";1
"Monobutyltinn (MBT)";"NG_P_L";"MBT";"ng/l";1
"Monoethanolamine";"ng/L";"Monoethanolamine";"ng/L";1
"Monofenyltinn (MPhT)";"NG_P_L";"MPhT";"ng/l";1
"Monofenyltinn (MPhT)";"NG_P_L";"MPhT";"ng/l";1
"Monooktyltinn (MOT)";"NG_P_L";"MOT";"ng/L";1
"Monooktyltinn (MOT)";"NG_P_L";"MOT";"ng/L";1
"MPhT-V";"ng/l";"MPhT";"ng/l";1
"Myalger";"mm3/m3";"Myalger";"mm3/m3";1
"NA";"mg/l";"Na";"mg/L";1
"NA";"mg/l";"Na";"mg/L";1
"NA";"mg/l";"Na";"mg/L";1
"Na";"mg/l";"Na";"mg/L";1
"Na";"mg/l";"Na";"mg/L";1
"Na";"MG_P_L";"Na";"mg/L";1
"Na";"mg/l";"Na";"mg/L";1
"Na";"mg/l";"Na";"mg/L";1
"Na";"mg/l";"Na";"mg/L";1
"Naftalen";"ng/L";"Naftalen";"µg/l";0,001
"Naftalen";"NG_P_L";"Naftalen";"µg/l";0,001
"Naftalen";"UG_P_L";"Naftalen";"µg/l";1
"Naftalen";"ng/l";"Naftalen";"µg/l";0,001
"Naftalen";"UG_P_L";"Naftalen";"µg/l";1
"Naftalen";"UG_P_L";"Naftalen";"µg/l";1
"Naftalen";"µg/l";"Naftalen";"µg/l";1
"Na/HR-ICPM";"µg/l";"Na";"mg/L";0,001
"Na/ICP";"mg/l";"Na";"mg/L";1
"Na/MS";"µg/l";"Na";"mg/L";0,001
"NAP";"ng/L";"Naftalen";"µg/l";0,001
"NAP-V";"ng/l";"Naftalen";"µg/l";0,001
"Natrium";"MG_P_L";"Na";"mg/L";1
"Natrium";"MG_P_L";"Na";"mg/L";1
"Natrium";"MG_P_L";"Na";"mg/L";1
"Natrium";"MG_P_L";"Na";"mg/L";1
"Natrium";"UG_P_L";"Na";"mg/L";0,001
"Natrium";"UG_P_L";"Na";"mg/L";0,001
"Natrium";"MG_P_L";"Na";"mg/L";1
"Natrium";"MG_P_L";"Na";"mg/L";1
"Natrium";"UG_P_L";"Na";"mg/L";0,001
"Natrium";"MG_P_L";"Na";"mg/L";1
"Natrium";"MG_P_L";"Na";"mg/L";1
"Natrium";"MG_P_L";"Na";"mg/L";1
"Natrium";"MG_P_L";"Na";"mg/L";1
"Natrium-F";"UG_P_L";"Na-filt";"µg/l";1
"Natrium-F";"MG_P_L";"Na-filt";"µg/l";1000
"Nb/HR-ICPM";"µg/l";"Nb";"µg/l";1
"NB-ICP";"µg/l";"Nb";"µg/l";1
"Nb/MS";"µg/l";"Nb";"µg/l";1
"Nd/HR-ICPM";"µg/l";"Nd";"µg/l";1
"ND-ICP";"µg/l";"Nd";"µg/l";1
"Nd/MS";"µg/l";"Nd";"µg/l";1
"N-ethylperfluoro-1-octanesulfonamide(N-EtFOSA)";"NG_P_L";"N-EtFOSA";"ng/l";1
"nh3_n";"mg/l";"NH3-N";"mg/l";1
"NH4";"MG_P_L";"NH4-N";"µg/l";1
"NH4-N";"µM";"NH4-N";"µg/l";14,0067
"NH4-N";"µg/l";"NH4-N";"µg/l";1
"NH4-N";"µg/l";"NH4-N";"µg/l";1
"NH4-N";"µg N/l";"NH4-N";"µg/l";1
"NH4-N";"µg N/l";"NH4-N";"µg/l";1
"NH4-N";"µg/l";"NH4-N";"µg/l";1
"NH4-N";"µM";"NH4-N";"µg/l";14,0067
"NH4-N";"mg/l";"NH4-N";"µg/l";1000
"NH4-N";"µg N/l";"NH4-N";"µg/l";1
"NH4-N";"µg N/l";"NH4-N";"µg/l";1
"NH4-N";"µg N/l";"NH4-N";"µg/l";1
"NH4-N";"µg N/l";"NH4-N";"µg/l";1
"NH4-N";"µg N/l";"NH4-N";"µg/l";1
"NH4_N";"µg/l";"NH4-N";"µg/l";1
"NH4_N";"µg/l N";"NH4-N";"µg/l";1
"NH4N";"µg/l N";"NH4-N";"µg/l";1
"nh4_n";"µg/l";"NH4-N";"µg/l";1
"NH4-N/E";"mg N/l";"NH4-N";"µg/l";1000
"NH4-N-Sj";"µg N/l";"NH4-N";"µg/l";1
"NH4-N-Sj";"µg/l N";"NH4-N";"µg/l";1
"NH4-N-Sj";"µg N/l";"NH4-N";"µg/l";1
"NI";"µg/l";"Ni";"µg/L";1
"NI";"µg/l";"Ni";"µg/L";1
"NI";"µg/l";"Ni";"µg/L";1
"NI";"µg/l";"Ni";"µg/L";1
"Ni";"µg/l";"Ni";"µg/L";1
"Ni";"µg/L";"Ni";"µg/L";1
"Ni";"µg/L";"Ni";"µg/L";1
"Ni";"µg/L";"Ni";"µg/L";1
"Ni";"ng/ml";"Ni";"µg/L";1
"Ni";"ug/L";"Ni";"µg/L";1
"Ni";"µg/l";"Ni";"µg/L";1
"Ni";"mg/l";"Ni";"µg/L";1000
"Ni";"mg/l";"Ni";"µg/L";1000
"Ni";"µg/l";"Ni";"µg/L";1
"Ni";"µg/l";"Ni";"µg/L";1
"Ni";"mg/l";"Ni";"µg/L";1000
"Ni";"µg/l";"Ni";"µg/L";1
"Ni";"µg/l";"Ni";"µg/L";1
"Ni";"µg/l";"Ni";"µg/L";1
"Ni filtrert";"µg/l";"Ni-filt";"µg/l";1
"Nickel";"µg/l";"Ni";"µg/L";1
"Nickel";"µg/l";"Ni";"µg/L";1
"Nickel (filtered)";"µg/l";"Ni-filt";"µg/l";1
"Ni-filt";"µg/l";"Ni-filt";"µg/l";1
"Ni/Fr-Sj";"µg/l";"Ni";"µg/L";1
"Ni/HR-ICPM";"µg/l";"Ni";"µg/L";1
"NI-ICP";"µg/l";"Ni";"µg/L";1
"NI-ICP";"µg/l";"Ni";"µg/L";1
"Ni/ICP";"mg/l";"Ni";"µg/L";1000
"Nikkel";"UG_P_L";"Ni";"µg/L";1
"Nikkel";"µg Ni/l";"Ni";"µg/L";1
"Nikkel";"NONE";"Ni";"µg/L";1
"Nikkel";"UG_P_L";"Ni";"µg/L";1
"Nikkel";"µg/l";"Ni";"µg/L";1
"Nikkel";"UG_P_L";"Ni";"µg/L";1
"Nikkel";"UG_P_L";"Ni";"µg/L";1
"Nikkel";"UG_P_L";"Ni";"µg/L";1
"Nikkel";"UG_P_L";"Ni";"µg/L";1
"Nikkel";"UG_P_L";"Ni";"µg/L";1
"Nikkel";"UG_P_L";"Ni";"µg/L";1
"Nikkel";"UG_P_L";"Ni";"µg/L";1
"Nikkel";"µg Ni/l";"Ni";"µg/L";1
"Nikkel";"µg Ni/l";"Ni";"µg/L";1
"Nikkel-F";"UG_P_L";"Ni-filt";"µg/l";1
"Nikkel-F";"UG_P_L";"Ni-filt";"µg/l";1
"Nikkel-F";"UG_P_L";"Ni-filt";"µg/l";1
"Ni/MS";"µg/l";"Ni";"µg/L";1
"Niob";"UG_P_L";"Nb";"µg/l";1
"Niob";"UG_P_L";"Nb";"µg/l";1
"Nitrat";"UG_P_L";"NO3-N";"µg/l";1
"Nitrat";"UG_P_L";"NO3-N";"µg/l";1
"Nitrat";"UG_P_L";"NO3-N";"µg/l";1
"Nitrat";"UG_N_L";"NO3-N";"µg/l";1
"Nitrat";"µg N/l";"NO3-N";"µg/l";1
"Nitrat";"UG_P_L";"NO3-N";"µg/l";1
"Nitrat";"UG_P_L";"NO3-N";"µg/l";1
"Nitrat";"µmol/l";"NO3-N";"µg/l";14,0067
"Nitrat";"UG_N_L";"NO3-N";"µg/l";1
"Nitrat";"UG_N_L";"NO3-N";"µg/l";1
"Nitrat";"UG_N_L";"NO3-N";"µg/l";1
"Nitrat";"UG_P_L";"NO3-N";"µg/l";1
"Nitrat (NO3)";"µ mol/l";"NO3-N";"µg/l";14,0067
"Nitrat+nitritt";"mg/l";"NO3+NO2-N";"µg/l";1000
"nitritt";"µg N/l";"NO2-N";"µg/l";1
"Nitritt + nitrat";"UG_N_L";"NO3+NO2-N";"µg/l";1
"Nitritt + nitrat";"UG_N_L";"NO3+NO2-N";"µg/l";1
"Nitritt + nitrat";"UG_P_L";"NO3+NO2-N";"µg/l";1
"Nitritt + nitrat";"UG_P_L";"NO3+NO2-N";"µg/l";1
"Nitritt + nitrat-F";"UG_N_L";"NO3+NO2-filt";"µg/l";1
"Nitritt (NO2)";"µ mol/l";"NO2-N";"µg/l";14,0067
"Nitritt (NO2-N)";"UG_P_L";"NO2-N";"µg/l";1
"Nitrogen total";"µg/L";"TOTN";"µg/l";1
"Nitroso N-Methylethylamine";"ng/L";"Nitroso N-Methylethylamine";"ng/L";1
"Nitrosodiethylamine";"ng/L";"Nitrosodiethylamine";"ng/L";1
"Nitrosodimethylamine";"ng/L";"Nitrosodimethylamine";"ng/L";1
"Nitrosodi-N-Propylamine";"ng/L";"Nitrosodi-N-Propylamine";"ng/L";1
"Nitrosomorpholine";"ng/L";"Nitrosomorpholine";"ng/L";1
"Nitrosopiperazine";"ng/L";"Nitrosopiperazine";"ng/L";1
"Nitrosopiperidine";"ng/L";"Nitrosopiperidine";"ng/L";1
"Nitrosopyrrolidine";"ng/L";"Nitrosopyrrolidine";"ng/L";1
"N-methylperfluoro-1-octanesulfonamide(N-MeFOSA)";"NG_P_L";"N-MeFOSA";"ng/l";1
"N-Nitrosodiethanolamine";"ng/L";"N-Nitrosodiethanolamine";"ng/L";1
"N-Nitroso-n-dibutylamine";"ng/L";"N-Nitroso-n-dibutylamine";"ng/L";1
"N-NO3";"µg/l N";"NO3-N";"µg/l";1
"N-NO3";"µg/l N";"N-TOT";"µg/l N";1
"N-NO3";"µg N/l";"NO3-N";"µg/l";1
"Nonylfenol";"ng/L";"Nonylfenol";"ng/L";1
"NO2N";"µg/l N";"NO2-N";"µg/l";1
"NO2N";"µg/l N";"NO2-N";"µg/l";1
"no2_n";"µg/l";"NO2-N";"mg/l";0,001
"no2_n";"mg/l";"NO2-N";"mg/l";1
"NO2+NO3";"µ mol/l";"NO3+NO2-N";"µg/l";14,0067
"NO2+NO3 ppb N";"UG_N_L";"NO3+NO2-N";"µg/l";1
"NO3";"MG_P_L";"NO3-N";"µg/l";1000
"NO3-N";"µg N/l";"NO3-N";"µg/l";1
"NO3-N";"µg/l";"NO3-N";"µg/l";1
"NO3-N";"µg/l";"NO3-N";"µg/l";1
"NO3-N";"µg N/l";"NO3-N";"µg/l";1
"NO3-N";"µg N/l";"NO3-N";"µg/l";1
"NO3-N";"µg N/l";"NO3-N";"µg/l";1
"NO3-N";"µg N/l";"NO3-N";"µg/l";1
"NO3-N";"µg N/l";"NO3-N";"µg/l";1
"NO3-N";"µg/l";"NO3-N";"µg/l";1
"NO3-N";"µg N/l";"NO3-N";"µg/l";1
"NO3-N";"µg/l";"NO3-N";"µg/l";1
"NO3-N";"µg/l";"NO3-N";"µg/l";1
"NO3-N";"µg N/l";"NO3-N";"µg/l";1
"NO3-N";"µg N/l";"NO3-N";"µg/l";1
"NO3-N";"µg/l";"NO3-N";"µg/l";1
"NO3-N";"µg N/l";"NO3-N";"µg/l";1
"NO3-N";"µg N/l";"NO3-N";"µg/l";1
"NO3_N";"µg/l";"NO3-N";"µg/l";1
"NO3_N";"µg/l N";"NO3-N";"µg/l";1
"NO3N";"µg/l N";"NO3-N";"µg/l";1
"NO3N";"µg/l N";"NO3-N";"µg/l";1
"NO3N";"µg/l N";"NO3-N";"µg/l";1
"NO3N";"µg/l N";"NO3-N";"µg/l";1
"NO3N";"µg/l N";"NO3-N";"µg/l";1
"NO3N";"µg/l";"NO3-N";"µg/l";1
"no3_n";"mg/l";"NO3-N";"mg/l";1
"no3_n";"µg/l";"NO3-N";"mg/l";0,001
"NO3-N/A";"µg N/l";"NO3-N";"µg/l";1
"NO3-N/A";"µg N/l";"NO3-N";"µg/l";1
"NO3-N/A";"µg N/l";"NO3-N";"µg/l";1
"NO3-N/A";"µg N/l";"NO3-N";"µg/l";1
"NO3+NO2-N";"µg N/l";"NO3+NO2-N";"µg/l";1
"NO3+NO2-N";"µM";"NO3+NO2-N";"µg/l";14,0067
"NO3+NO2-N";"µg N/l";"NO3+NO2-N";"µg/l";1
"NO3+NO2-N";"µg N/l";"NO3+NO2-N";"µg/l";1
"NO3+NO2-N";"µM";"NO3+NO2-N";"µg/l";14,0067
"NPOC/DC";"mg C/l";"NPOC/DC";"mg C/l";1
"NPOC/DC,m";"mg C/l";"DOC";"mg/L C";1
"N-SNOX";"µg N/l";"NO3+NO2-N";"µg/l";1
"N-TOT";"µg/l N";"TOTN";"µg/l";1
"N-TOT";"µg/l N";"TOTN";"µg/l";1
"N-TOT";"µg N/l";"TOTN";"µg/l";1
"N-TOT";"µg/l N";"N-NO3";"µg/l N";1
"N-tot";"mg/l";"N-TOT";"µg/l N";1000
"N-tot";"mg/l";"N-TOT";"µg/l N";1000
"N_tot";"mg/l";"TOTN";"µg/l";1000
"N-total";"mg/l";"TOTN";"µg/l";1000
"n_total";"mg/l";"Total N";"mg/l";1
"N-TO4971|T";"µg/l N";"TOTN";"µg/l";1
"OC";"ng/L";"Octocrylen";"ng/L";1
"OC";"ng/L";"Octocrylen";"ng/L";1
"OCDD";"pg/L";"OCDD  ";"pg/L";1
"OCDF";"pg/L";"OCDF  ";"pg/L";1
"Octocrylen";"NG_P_L";"Octocrylen";"ng/L";1
"Octylfenol";"ng/L";"Octylfenol";"ng/L";1
"ODO";"mg/L";"O2";"mg/l";1
"ODO";"mg/l";"O2";"mg/l";1
"ODO";"%";"O2 (metning)";"%";1
"ODO sat";"%";"O2 (metning)";"%";1
"ODOsat";"%";"O2 (metning)";"%";1
"oils";"mg/l";"Oil";"mg/l";1
"Oksygen";"%";"O2 (metning)";"%";1
"Oksygen";"mg/l";"O2";"mg/l";1
"Oksygen";"ml/L";"O2";"ml/l";1
"Oksygen";"ml/L";"O2";"ml/l";1
"Oksygen";"ml/L";"O2";"ml/l";1
"Oksygen";"ml O2/L";"O2";"ml/l";1
"Oksygen";"ml/L";"O2";"ml/l";1
"Oksygen";"ml/L";"O2";"ml/l";1
"Oksygen";"ml O2/L";"O2";"ml/l";1
"Oksygen";"ml/L";"O2";"ml/l";1
"Oksygen";"ml O2/L";"O2";"ml/l";1
"Oksygen";"%";"O2 (metning)";"%";1
"Oksygen";"mg/l";"O2";"mg/l";1
"Oksygen";"%";"O2 (metning)";"%";1
"Oksygen";"%";"O2 (metning)";"%";1
"Oksygen";"mg/l";"O2";"mg/l";1
"Oksygen";"%";"O2 (metning)";"%";1
"Oksygen";"mg/l";"O2";"mg/l";1
"Oksygen";"%";"O2 (metning)";"%";1
"Oksygen";"mg/l";"O2";"mg/l";1
"Oksygen";"ml/L";"O2";"ml/l";1
"Oksygen";"mg/l";"O2";"mg/l";1
"Oksygen";"mg/l";"O2";"mg/l";1
"Oksygen";"ml O2/L";"O2";"ml/l";1
"Oksygen";"ml/L";"O2";"ml/l";1
"Oksygen";"ml O2/L";"O2";"ml/l";1
"Oksygen";"mg/L";"Oksygen";"mg/L";1
"Oksygen";"mg/L";"O2";"mg/l";1
"Oksygen";"mg/L";"O2";"mg/l";1
"Oksygen";"mg/L";"O2";"mg/l";1
"Oksygen";"mg/L";"O2";"mg/l";1
"Oksygen";"ml/L";"O2";"ml/l";1
"Oksygen";"mg/L";"O2";"mg/l";1
"Oksygen";"ml O2/L";"O2";"ml/l";1
"Oksygen";"ml/L";"O2";"ml/l";1
"Oksygen";"ml O2/L";"O2";"ml/l";1
"Oksygen";"ml/L";"O2";"ml/l";1
"Oksygen";"ml/L";"O2";"ml/l";1
"Oksygen";"ml/L";"O2";"ml/l";1
"Oksygen";"ml/l";"O2";"ml/l";1
"Oksygen (O2)";"ml/l";"O2";"ml/l";1
"Oksygenmetning";"%";"O2 (metning)";"%";1
"Oksygenmetning";"%";"O2 (metning)";"%";1
"Oksygenmetning";"%";"O2 (metning)";"%";1
"Oksygenmetning";"%";"O2 (metning)";"%";1
"Oksygenmetning";"%";"O2 (metning)";"%";1
"Oksygenmetning";"%";"O2 (metning)";"%";1
"Oksygenmetning";"%";"O2 (metning)";"%";1
"Oksygenmetning";"%";"O2 (metning)";"%";1
"Oksygenmetning";"%";"O2 (metning)";"%";1
"Oksygenmetning";"%";"O2 (metning)";"%";1
"Oksygenmetning";"%";"O2 (metning)";"%";1
"Oksygenmetning";"%";"O2 (metning)";"%";1
"Oksygenmetning";"%";"O2 (metning)";"%";1
"Oksygenmetning";"%";"O2 (metning)";"%";1
"Oksygenmetning";"%";"O2 (metning)";"%";1
"Olje Fraksjon >C10-C12";"µg/l";"Olje >C10-C12";"µg/l";1
"Olje Fraksjon >C12-C16";"µg/l";"Olje >C12-C16";"µg/l";1
"Olje Fraksjon >C16-C35";"µg/l";"Olje >C16-C35";"µg/l";1
"Olje Fraksjon >C35-C40";"µg/l";"Olje >C35-C40";"µg/l";1
"Olje Sum >C10-C40";"µg/l";"Olje Sum >C10-C40";"µg/l";1
"O-METN";"%";"O2 (metning)";"%";1
"O-METN";"%";"O2 (metning)";"%";1
"O_METN";"%";"O2 (metning)";"%";1
"o,p'-DDD";"ng/L";"o,p'-DDD";"ng/L";1
"o,p'-DDE";"ng/L";"o,p'-DDE";"ng/L";1
"o,p'-DDT";"ng/L";"o,p'-DDT";"ng/L";1
"ORP";"mV";"ORP";"mV";1
"Os/HR-ICPM";"µg/l";"Os";"µg/l";1
"OS-ICP";"µg/l";"Os";"µg/l";1
"Oxygen";"mg/L";"O2";"mg/l";1
"Oxygen";"%";"O2 (metning)";"%";1
"O2";"ml/l";"O2";"ml/l";1
"O2";"mg O/l";"O2";"mg/l";1
"O2";"mg/l O2";"O2";"mg/l";1
"O2";"mg O/l";"O2";"mg/l";1
"O2";"mg O/l";"O2";"mg/l";1
"O2";"mg O/l";"O2";"mg/l";1
"O2";"mg O/l";"O2";"mg/l";1
"O2";"mg/l";"O2";"mg/l";1
"O2";"mg/l O2";"O2";"mg/l";1
"O2";"mg/L";"O2";"mg/L";1
"O2";"mg/L";"O2";"mg/l";1
"O2";"mg/L";"O2";"mg/l";1
"O2";"mg O/l";"O2";"mg/l";1
"O2";"mg O/l";"O2";"mg/l";1
"O2";"%";"O2";"%";1
"O2";"mg/l";"O2";"mg/l";1
"O2";"mg/l";"O2";"mg/l";1
"O2";"mg/l";"O2";"mg/l";1
"O2";"ml O/l";"O2";"ml/l";1
"O2";"% metning";"O2 (metning)";"%";1
"O2";"mg/L";"O2";"mg/l";1
"O2";"%";"O2 (metning)";"%";1
"O2";"mg/L";"O2";"mg/l";1
"O2";"mg/L";"O2";"mg/l";1
"O2 (metning)";"%";"O2 (metning)";"%";1
"O2 metning";"%";"O2 (metning)";"%";1
"O2 metning";"%";"O2 (metning)";"%";1
"O2 metning";"%";"O2 (metning)";"%";1
"O2 metning";"%";"O2 (metning)";"%";1
"O2 metning";"%";"O2 (metning)";"%";1
"O2 metning";"%";"O2 (metning)";"%";1
"O2 metning";"%";"O2 (metning)";"%";1
"O2F";"mg/l";"O2_F";"mg/l";1
"O2F";"mg/l";"O2_F";"mg/l";1
"O2METN";"%";"O2 (metning)";"%";1
"O2METN";"%";"O2 (metning)";"%";1
"O2METN";"%";"O2 (metning)";"%";1
"O2-Sj";"ml O2/l";"O2";"ml/l";1
"O2-Sj";"ml O2/l";"O2";"ml/l";1
"PA";"ng/L";"Fenantren";"ng/L";1
"Palladium (Pd)";"UG_P_L";"Pd";"µg/l";1
"Partikulært karbon";"UG_C_P_L";"Partikulært karbon";"µg/l C";1
"Partikulært nitrogen";"UG_N_P_L";"Nitrogen part";"µg/l N";1
"Partikulært nitrogen-P";"UG_N_P_L";"Nitrogen part";"µg/l N";1
"Partikulært nitrogen-P";"UG_N_P_L";"Nitrogen part";"µg/l N";1
"Partikulært organisk karbon";"UG_C_P_L";"POC";"µg/l C";1
"Partikulært organisk karbon-P";"UG_C_P_L";"POC";"µg/l C";1
"Partikulært organisk karbon-P";"UG_C_P_L";"POC";"µg/l C";1
"PA-V";"ng/l";"Fenantren";"ng/L";1
"PB";"µg/l";"Pb";"mg/l";0,001
"PB";"µg/l";"Pb";"mg/l";0,001
"PB";"µg/l";"Pb";"mg/l";0,001
"PB";"µg/l";"Pb";"mg/l";0,001
"PB";"µg/l";"Pb";"mg/l";0,001
"PB";"µg/l";"Pb";"mg/l";0,001
"PB";"µg/l";"Pb";"mg/l";0,001
"PB";"µg/l";"Pb";"mg/l";0,001
"PB";"µg/l";"Pb";"µg/L";1
"PB";"µg/l";"Pb";"µg/L";1
"PB";"µg/l";"Pb";"µg/L";1
"PB";"mg/l";"Pb";"mg/l";1
"PB";"mg/l";"Pb";"mg/l";1
"Pb";"mg/l";"Pb";"mg/l";1
"Pb";"µg/l";"Pb";"µg/L";1
"Pb";"µg/l";"Pb";"mg/l";0,001
"Pb";"µg/L";"Pb";"µg/L";1
"Pb";"ng/ml";"Pb";"µg/L";1
"Pb";"µg/L";"Pb";"µg/L";1
"Pb";"µg/L";"Pb";"µg/L";1
"Pb";"mg/l";"Pb";"mg/l";1
"Pb";"µg/l";"Pb";"mg/l";0,001
"Pb";"µg/l";"Pb";"mg/l";0,001
"Pb";"µg/l";"Pb";"mg/l";0,001
"Pb ";"ug/L";"Pb";"µg/L";1
"Pb filtrert";"µg/l";"Pb-filt";"µg/l";1
"Pb oppsluttet";"µg/l";"Pb";"µg/L";1
"PBBZ";"pg/L";"PBBZ";"pg/L";1
"PB-filt";"µg/l";"Pb-filt";"µg/l";1
"Pb/Fr-Sj";"µg/l";"Pb";"mg/l";0,001
"Pb/Fr-Sj";"µg/l";"Pb";"mg/l";0,001
"Pb/Fr-Sj";"µg/l";"Pb";"mg/l";0,001
"Pb/HR-ICPM";"µg/l";"Pb";"mg/l";0,001
"PB-ICP";"µg/l";"Pb";"mg/l";0,001
"PB-ICP";"µg/l";"Pb";"mg/l";0,001
"Pb/ICP";"mg/l";"Pb";"mg/l";1
"Pb/MS";"µg/l";"Pb";"mg/l";0,001
"Pb/MSFr-Sj";"µg/l";"Pb";"mg/l";0,001
"Pb/SPE-Sj";"µg/l";"Pb";"mg/l";0,001
"PBT";"pg/L";"PBT";"pg/L";1
"pb_total";"mg/l";"Total Pb";"mg/l";1
"PCA30";"ant/ml";"PCA30";"ant/ml";1
"PCB 101";"UG_P_L";"PCB101";"ng/l";1000
"PCB 101";"UG_P_L";"PCB101";"ng/l";1000
"PCB 101";"NG_P_L";"PCB101";"ng/l";1
"PCB 118";"UG_P_L";"PCB118";"ng/l";1000
"PCB 118";"UG_P_L";"PCB118";"ng/l";1000
"PCB 118";"NG_P_L";"PCB118";"ng/l";1
"PCB 138";"UG_P_L";"PCB138";"ng/l";1000
"PCB 138";"NG_P_L";"PCB138";"ng/l";1
"PCB 138";"UG_P_L";"PCB138";"ng/l";1000
"PCB 153";"UG_P_L";"PCB153";"ng/l";1000
"PCB 153";"UG_P_L";"PCB153";"ng/l";1000
"PCB 153";"NG_P_L";"PCB153";"ng/l";1
"PCB 180";"NG_P_L";"PCB180";"ng/l";1
"PCB 180";"UG_P_L";"PCB180";"ng/l";1000
"PCB 180";"UG_P_L";"PCB180";"ng/l";1000
"PCB 28";"UG_P_L";"PCB28";"ng/l";1000
"PCB 28";"NG_P_L";"PCB28";"ng/l";1
"PCB 28";"UG_P_L";"PCB28";"ng/l";1000
"PCB 52";"UG_P_L";"PCB52";"ng/l";1000
"PCB 52";"UG_P_L";"PCB52";"ng/l";1000
"PCB 52";"NG_P_L";"PCB52";"ng/l";1
"PCB-101";"ng/L";"PCB101";"ng/l";1
"PCB-101";"ng/L";"PCB101";"ng/l";1
"PCB-101";"ng/L";"PCB101";"ng/l";1
"PCB101";"ng/l";"PCB101";"ng/l";1
"pcb-101";"ng/L";"PCB101";"ng/l";1
"PCB-105";"ng/L";"PCB105";"ng/l";1
"PCB-105";"ng/L";"PCB105";"ng/l";1
